"articleid"	"citation"	"sampleid"	"study"	"sample"	"measure"	"reliability"	"n"	"estimate"	"ICyi"	"ICvi"	"TRRyi"	"TRRvi"	"splithalf"	"parts"	"parts_provided"	"delay"	"aggregate"	"aggregate_num"	"estimate_notes"	"estimate_searchable"	"source"
12	"Bluemke, M., & Friese, M. (2008). Reliability and validity of the Single-Target IAT (ST-IAT): assessing automatic affect towards multiple attitude objects. European Journal of Social Psychology, 38, 977–997."	40	"1"	1	"ST-IAT"	"TRR"	79	0.62	NA	NA	0.725005087752999	0.0131578947368421	NA	NA	NA	"3 months or more"	NA	NA	"SPD"	"Yes"	"OrigPub"
12	"Bluemke, M., & Friese, M. (2008). Reliability and validity of the Single-Target IAT (ST-IAT): assessing automatic affect towards multiple attitude objects. European Journal of Social Psychology, 38, 977–997."	40	"1"	1	"ST-IAT"	"TRR"	79	0.48	NA	NA	0.522984277591344	0.0131578947368421	NA	NA	NA	"3 months or more"	NA	NA	"GREEN"	"Yes"	"OrigPub"
12	"Bluemke, M., & Friese, M. (2008). Reliability and validity of the Single-Target IAT (ST-IAT): assessing automatic affect towards multiple attitude objects. European Journal of Social Psychology, 38, 977–997."	40	"1"	1	"ST-IAT"	"TRR"	79	0.5	NA	NA	0.549306144334055	0.0131578947368421	NA	NA	NA	"3 months or more"	NA	NA	"PDS"	"Yes"	"OrigPub"
12	"Bluemke, M., & Friese, M. (2008). Reliability and validity of the Single-Target IAT (ST-IAT): assessing automatic affect towards multiple attitude objects. European Journal of Social Psychology, 38, 977–997."	41	"2"	1	"IAT"	"IC"	129	0.88	2.12026353620009	0.031496062992126	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"OrigPub"
12	"Bluemke, M., & Friese, M. (2008). Reliability and validity of the Single-Target IAT (ST-IAT): assessing automatic affect towards multiple attitude objects. European Journal of Social Psychology, 38, 977–997."	41	"2"	1	"ST-IAT"	"IC"	129	0.8	1.6094379124341	0.0162252445717013	NA	NA	NA	34	NA	NA	NA	NA	"CDU/CSU"	"Yes"	"OrigPub"
12	"Bluemke, M., & Friese, M. (2008). Reliability and validity of the Single-Target IAT (ST-IAT): assessing automatic affect towards multiple attitude objects. European Journal of Social Psychology, 38, 977–997."	41	"2"	1	"ST-IAT"	"IC"	129	0.8	1.6094379124341	0.0162252445717013	NA	NA	NA	34	NA	NA	NA	NA	"SPD"	"Yes"	"OrigPub"
13	"Bluemke, M., & Friese, M. (2012). On the validity of idiographic and generic self-concept implicit association tests: a core-concept model. European Journal of Personality, 26, 515–528."	42	"1"	1	"IAT"	"IC"	144	0.87	2.04022082852655	0.028169014084507	NA	NA	NA	2	"No"	NA	NA	NA	"gen-IAT"	"Yes"	"Author"
13	"Bluemke, M., & Friese, M. (2012). On the validity of idiographic and generic self-concept implicit association tests: a core-concept model. European Journal of Personality, 26, 515–528."	42	"1"	1	"IAT"	"IC"	144	0.89	2.20727491318972	0.028169014084507	NA	NA	NA	2	"No"	NA	NA	NA	"idio-IAT"	"Yes"	"Author"
13	"Bluemke, M., & Friese, M. (2012). On the validity of idiographic and generic self-concept implicit association tests: a core-concept model. European Journal of Personality, 26, 515–528."	43	"2"	1	"IAT"	"IC"	123	0.87	2.04022082852655	0.0330578512396694	NA	NA	NA	2	"No"	NA	NA	NA	"gen-IAT"	"Yes"	"Author"
13	"Bluemke, M., & Friese, M. (2012). On the validity of idiographic and generic self-concept implicit association tests: a core-concept model. European Journal of Personality, 26, 515–528."	43	"2"	1	"IAT"	"IC"	123	0.87	2.04022082852655	0.0330578512396694	NA	NA	NA	2	"No"	NA	NA	NA	"idio-IAT"	"Yes"	"Author"
13	"Bluemke, M., & Friese, M. (2012). On the validity of idiographic and generic self-concept implicit association tests: a core-concept model. European Journal of Personality, 26, 515–528."	44	"3"	1	"IAT"	"IC"	125	0.82	1.71479842809193	0.032520325203252	NA	NA	NA	2	"No"	NA	NA	NA	"gen-IAT"	"Yes"	"Author"
13	"Bluemke, M., & Friese, M. (2012). On the validity of idiographic and generic self-concept implicit association tests: a core-concept model. European Journal of Personality, 26, 515–528."	44	"3"	1	"IAT"	"IC"	125	0.85	1.89711998488588	0.032520325203252	NA	NA	NA	2	"No"	NA	NA	NA	"idio-IAT"	"Yes"	"Author"
14	"Bluemke, M., & Zumbach, J. (2018). Enter the matrix: Does self-activation really matter for aggressiveness after violence exposure? Psychology of Popular Media Culture, No Pagination Specified-No Pagination Specified."	45	"1"	1	"IAT"	"IC"	90	0.73	1.30933331998376	0.0454545454545455	NA	NA	NA	2	NA	NA	NA	NA	"T1"	"Yes"	"Search"
14	"Bluemke, M., & Zumbach, J. (2018). Enter the matrix: Does self-activation really matter for aggressiveness after violence exposure? Psychology of Popular Media Culture, No Pagination Specified-No Pagination Specified."	45	"1"	1	"IAT"	"IC"	90	0.71	1.23787435600162	0.0454545454545455	NA	NA	NA	2	NA	NA	NA	NA	"T2"	"Yes"	"Search"
14	"Bluemke, M., & Zumbach, J. (2018). Enter the matrix: Does self-activation really matter for aggressiveness after violence exposure? Psychology of Popular Media Culture, No Pagination Specified-No Pagination Specified."	45	"1"	1	"IAT"	"TRR"	90	0.54	NA	NA	0.604155602962267	0.0114942528735632	NA	NA	NA	"same session"	NA	NA	NA	"Yes"	"Author"
15	"Bluemke, M., Crombach, A., Hecker, T., Schalinski, I., Elbert, T., & Weierstall, R. (2017). Is the implicit association test for aggressive attitudes a measure for attraction to violence or traumatization? Zeitschrift Für Psychologie, 225, 54–63."	46	"1"	1	"IAT"	"IC"	64	0.95	2.99573227355399	0.0645161290322581	NA	NA	0.91	2	NA	NA	"Aggregate of 3 administrations"	3	"Took midpoint in range given (.88-.93)"	"No"	"Author"
16	"Boldero, J. M., Rawlings, D., & Haslam, N. (2007). Convergence between GNAT-assessed implicit and explicit personality. European Journal of Personality, 21, 341–358."	47	"1"	1	"GNAT"	"IC"	36	0.77	1.46967597005894	0.117647058823529	NA	NA	0.63	2	NA	NA	NA	NA	"D measure"	"No"	"Search"
16	"Boldero, J. M., Rawlings, D., & Haslam, N. (2007). Convergence between GNAT-assessed implicit and explicit personality. European Journal of Personality, 21, 341–358."	48	"2"	1	"GNAT"	"IC"	169	0.84	1.83258146374831	0.0239520958083832	NA	NA	0.73	2	NA	NA	"Average across estimates from 5 blocks of GNAT"	5	"Table 1"	"No"	"Search"
17	"Bosson, J. K., Swann, J. W., & Pennebaker, J. W. (2000). Stalking the perfect measure of implicit self-esteem: the blind men and the elephant revisited? Journal of Personality and Social Psychology, 79, 631–643."	49	"1"	1	"Evaluative Priming"	"IC"	87	-0.16	-0.148420005118273	0.0470588235294118	NA	NA	NA	2	"No"	NA	NA	NA	"supraliminal"	"Yes"	"Search"
17	"Bosson, J. K., Swann, J. W., & Pennebaker, J. W. (2000). Stalking the perfect measure of implicit self-esteem: the blind men and the elephant revisited? Journal of Personality and Social Psychology, 79, 631–643."	49	"1"	1	"Evaluative Priming"	"IC"	87	0.49	0.673344553263766	0.0470588235294118	NA	NA	NA	2	"No"	NA	NA	NA	"subliminal"	"Yes"	"Search"
17	"Bosson, J. K., Swann, J. W., & Pennebaker, J. W. (2000). Stalking the perfect measure of implicit self-esteem: the blind men and the elephant revisited? Journal of Personality and Social Psychology, 79, 631–643."	49	"1"	1	"Evaluative Priming"	"TRR"	87	0.08	NA	NA	0.0801713250375897	0.0119047619047619	NA	NA	NA	"about 31 days (mean = 31.23, range = 22-38 days)"	NA	NA	"supraliminal"	"Yes"	"Search"
17	"Bosson, J. K., Swann, J. W., & Pennebaker, J. W. (2000). Stalking the perfect measure of implicit self-esteem: the blind men and the elephant revisited? Journal of Personality and Social Psychology, 79, 631–643."	49	"1"	1	"Evaluative Priming"	"TRR"	87	0.28	NA	NA	0.287682072451781	0.0119047619047619	NA	NA	NA	"about 31 days (mean = 31.23, range = 22-38 days)"	NA	NA	"subliminal"	"Yes"	"Search"
17	"Bosson, J. K., Swann, J. W., & Pennebaker, J. W. (2000). Stalking the perfect measure of implicit self-esteem: the blind men and the elephant revisited? Journal of Personality and Social Psychology, 79, 631–643."	49	"1"	1	"IAT"	"IC"	87	0.88	2.12026353620009	0.0470588235294118	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
17	"Bosson, J. K., Swann, J. W., & Pennebaker, J. W. (2000). Stalking the perfect measure of implicit self-esteem: the blind men and the elephant revisited? Journal of Personality and Social Psychology, 79, 631–643."	49	"1"	1	"IAT"	"TRR"	87	0.69	NA	NA	0.847955755218963	0.0119047619047619	NA	NA	NA	"about 31 days (mean = 31.23, range = 22-38 days)"	NA	NA	NA	"Yes"	"Search"
17	"Bosson, J. K., Swann, J. W., & Pennebaker, J. W. (2000). Stalking the perfect measure of implicit self-esteem: the blind men and the elephant revisited? Journal of Personality and Social Psychology, 79, 631–643."	49	"1"	1	"Name Letter Effect"	"IC"	87	0.73	1.30933331998376	0.0470588235294118	NA	NA	0.57	2	NA	NA	NA	NA	NA	"Yes"	"Search"
17	"Bosson, J. K., Swann, J. W., & Pennebaker, J. W. (2000). Stalking the perfect measure of implicit self-esteem: the blind men and the elephant revisited? Journal of Personality and Social Psychology, 79, 631–643."	49	"1"	1	"Name Letter Effect"	"TRR"	87	0.53	NA	NA	0.590145159841189	0.0119047619047619	NA	NA	NA	"about 31 days (mean = 31.23, range = 22-38 days)"	NA	NA	NA	"Yes"	"Search"
18	"Brand, R., Melzer, M., & Hagemann, N. (2011). Towards an implicit association test (IAT) for measuring doping attitudes in sports. Data-based recommendations developed from two recently published tests. Psychology of Sport and Exercise, 12, 250–256."	50	"1"	1	"IAT"	"IC"	51	0.74	1.34707364796661	0.0415324024346581	NA	NA	NA	58	NA	NA	NA	NA	"doping vs. tea. Excluded control IAT."	"Yes"	"Search"
18	"Brand, R., Melzer, M., & Hagemann, N. (2011). Towards an implicit association test (IAT) for measuring doping attitudes in sports. Data-based recommendations developed from two recently published tests. Psychology of Sport and Exercise, 12, 250–256."	51	"1"	2	"IAT"	"IC"	51	0.69	1.17118298150294	0.0415324024346581	NA	NA	NA	58	NA	NA	NA	NA	"doping vs. supplement. Excluded control IAT."	"Yes"	"Search"
19	"Brown, H. M., Eley, T. C., Broeren, S., MacLeod, C., Rinck, M., Hadwin, J. A., & Lester, K. J. (2014). Psychometric properties of reaction time based experimental paradigms measuring anxiety-related information-processing biases in children. Journal of Anxiety Disorders, 28, 97–107."	52	"1"	1	"AAT"	"IC"	102	0.03	0.0304592074847086	0.04	NA	NA	NA	2	NA	NA	"Average of 3 trial types"	3	"Wave 1, Used Angry bias, Happy bias, and Neutral bias from Table 2. "	"No"	"Author"
19	"Brown, H. M., Eley, T. C., Broeren, S., MacLeod, C., Rinck, M., Hadwin, J. A., & Lester, K. J. (2014). Psychometric properties of reaction time based experimental paradigms measuring anxiety-related information-processing biases in children. Journal of Anxiety Disorders, 28, 97–107."	52	"1"	1	"AAT"	"IC"	103	0.02	0.0202027073175195	0.0396039603960396	NA	NA	NA	2	NA	NA	"Average of 3 trial types"	3	"Wave 2, Used Angry bias, Happy bias, and Neutral bias from Table 2. "	"No"	"Author"
19	"Brown, H. M., Eley, T. C., Broeren, S., MacLeod, C., Rinck, M., Hadwin, J. A., & Lester, K. J. (2014). Psychometric properties of reaction time based experimental paradigms measuring anxiety-related information-processing biases in children. Journal of Anxiety Disorders, 28, 97–107."	52	"1"	1	"AAT"	"TRR"	102	0.08	NA	NA	0.0801713250375897	0.0101010101010101	NA	NA	NA	"2-3 weeks"	"Average of 3 trial types"	2	"Used Angry bias, Happy bias, and Neutral bias from Table 2. "	"No"	"Author"
20	"Campbell, C., Barnes-Holmes, Y., Barnes-Holmes, D., & Stewart, I. (2011). Exploring Screen Presentations in the Implicit Relational Assessment Procedure (IRAP). International Journal of Psychology and Psychological Therapy, 11, 377."	53	"1"	1	"IRAP"	"IC"	47	0.64	1.02165124753198	0.0888888888888889	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Review"
21	"Carraro, L., Gawronski, B., & Castelli, L. (2010). Losing on all fronts: The effects of negative versus positive person-based campaigns on implicit and explicit evaluations of political candidates. British Journal of Social Psychology, 49, 453-470. "	54	"1"	1	"AMP"	"IC"	127	0.74	1.34707364796661	0.032	NA	NA	NA	2	NA	NA	"Average of 2 trial types"	2	NA	"No"	"Review"
22	"Chan, M., Chen, E., Hibbert, A.S., Wong, J. H. K., Miller, G. E. (2011). Implicit measures of early-life family conditions: Relationships to psychosocial characteristics and cardiovascular disease risk in adulthood. Health Psychology, 30, 570-578. "	55	"1"	1	"AMP"	"TRR"	86	0.56	NA	NA	0.632833186665638	0.0120481927710843	NA	NA	NA	"1 month"	"Average of 3 trial types"	3	NA	"Yes"	"Review"
22	"Chan, M., Chen, E., Hibbert, A.S., Wong, J. H. K., Miller, G. E. (2011). Implicit measures of early-life family conditions: Relationships to psychosocial characteristics and cardiovascular disease risk in adulthood. Health Psychology, 30, 570-578. "	55	"1"	1	"AMP"	"TRR"	85	0.48	NA	NA	0.522984277591344	0.0121951219512195	NA	NA	NA	"6 months"	"Average of 3 trial types"	3	NA	"Yes"	"Review"
23	"Chen, J., Zheng, K., Xia, W., Wang, Q., Liao, Z., & Zheng, Y. (2018). Does inside equal outside? Relations between older adults’ implicit and explicit aging attitudes and self-esteem. Frontiers in Psychology, 9. "	56	"1"	1	"IAT"	"IC"	70	0.85	1.89711998488588	0.0588235294117647	NA	NA	NA	2	"No"	NA	NA	NA	"Word IAT"	"Yes"	"Search"
23	"Chen, J., Zheng, K., Xia, W., Wang, Q., Liao, Z., & Zheng, Y. (2018). Does inside equal outside? Relations between older adults’ implicit and explicit aging attitudes and self-esteem. Frontiers in Psychology, 9. "	56	"1"	1	"IAT"	"IC"	70	0.91	2.40794560865187	0.0588235294117647	NA	NA	NA	2	"No"	NA	NA	NA	"Picture IAT"	"Yes"	"Search"
23	"Chen, J., Zheng, K., Xia, W., Wang, Q., Liao, Z., & Zheng, Y. (2018). Does inside equal outside? Relations between older adults’ implicit and explicit aging attitudes and self-esteem. Frontiers in Psychology, 9. "	56	"1"	1	"IAT"	"IC"	70	0.85	1.89711998488588	0.0588235294117647	NA	NA	NA	2	"No"	NA	NA	NA	"Labeled as \"Study 2\" in paper but was on the same sample"	"Yes"	"Search"
24	"Chevance, G., Héraud, N., Guerrieri, A., Rebar, A., & Boiché, J. (2017). Measuring implicit attitudes toward physical activity and sedentary behaviors: Test-retest reliability of three scoring algorithms of the Implicit Association Test and Single Category-Implicit Association Test. Psychology of Sport and Exercise, 31, 70–78."	57	"1"	1	"IAT"	"IC"	54	0.97	3.50655789731998	0.0769230769230769	NA	NA	0.95	2	NA	NA	NA	NA	"D-Score, Section 3.3, T1"	"Yes"	"Search"
24	"Chevance, G., Héraud, N., Guerrieri, A., Rebar, A., & Boiché, J. (2017). Measuring implicit attitudes toward physical activity and sedentary behaviors: Test-retest reliability of three scoring algorithms of the Implicit Association Test and Single Category-Implicit Association Test. Psychology of Sport and Exercise, 31, 70–78."	57	"1"	1	"IAT"	"IC"	54	0.95	2.99573227355399	0.0769230769230769	NA	NA	0.91	2	NA	NA	NA	NA	"D-Score, Section 3.3, T2"	"Yes"	"Search"
24	"Chevance, G., Héraud, N., Guerrieri, A., Rebar, A., & Boiché, J. (2017). Measuring implicit attitudes toward physical activity and sedentary behaviors: Test-retest reliability of three scoring algorithms of the Implicit Association Test and Single Category-Implicit Association Test. Psychology of Sport and Exercise, 31, 70–78."	57	"1"	1	"IAT"	"TRR"	54	0.75	NA	NA	0.972955074527657	0.0196078431372549	NA	NA	NA	"1 hour"	NA	NA	"D-Score"	"Yes"	"Search"
24	"Chevance, G., Héraud, N., Guerrieri, A., Rebar, A., & Boiché, J. (2017). Measuring implicit attitudes toward physical activity and sedentary behaviors: Test-retest reliability of three scoring algorithms of the Implicit Association Test and Single Category-Implicit Association Test. Psychology of Sport and Exercise, 31, 70–78."	58	"1"	2	"SC-IAT"	"IC"	57	0.78	1.51412773262978	0.0727272727272727	NA	NA	0.64	2	NA	NA	NA	NA	"D-Score physical activity, Section 3.3, T1"	"Yes"	"Search"
24	"Chevance, G., Héraud, N., Guerrieri, A., Rebar, A., & Boiché, J. (2017). Measuring implicit attitudes toward physical activity and sedentary behaviors: Test-retest reliability of three scoring algorithms of the Implicit Association Test and Single Category-Implicit Association Test. Psychology of Sport and Exercise, 31, 70–78."	58	"1"	2	"SC-IAT"	"IC"	57	0.87	2.04022082852655	0.0727272727272727	NA	NA	0.77	2	NA	NA	NA	NA	"D-Score physical activity, Section 3.3, T2"	"Yes"	"Search"
24	"Chevance, G., Héraud, N., Guerrieri, A., Rebar, A., & Boiché, J. (2017). Measuring implicit attitudes toward physical activity and sedentary behaviors: Test-retest reliability of three scoring algorithms of the Implicit Association Test and Single Category-Implicit Association Test. Psychology of Sport and Exercise, 31, 70–78."	58	"1"	2	"SC-IAT"	"IC"	57	0.87	2.04022082852655	0.0727272727272727	NA	NA	0.77	2	NA	NA	NA	NA	"D-Score sedentary behavior, Section 3.3, T1"	"Yes"	"Search"
24	"Chevance, G., Héraud, N., Guerrieri, A., Rebar, A., & Boiché, J. (2017). Measuring implicit attitudes toward physical activity and sedentary behaviors: Test-retest reliability of three scoring algorithms of the Implicit Association Test and Single Category-Implicit Association Test. Psychology of Sport and Exercise, 31, 70–78."	58	"1"	2	"SC-IAT"	"IC"	57	0.85	1.89711998488588	0.0727272727272727	NA	NA	0.74	2	NA	NA	NA	NA	"D-Score sedentary behavior, Section 3.3, T2"	"Yes"	"Search"
